ID,UNIQUE_ID,Interaction_ID,ID1,EVENT_MASTER,GROUPED_ID,BAR_ID,SOURCE_ID,DATE,DYAD_CODE,BCode,NUMBER_OF_BASINS,LOCATION,CCODE1,CCODE2,IRM1,IRM2,BCCODE1,BCCODE2,COUNTRY_LIST,NUMBER_OF_Countries,COPDAB_SCALE,BAR_Scale,EVENT_TYPE,EVENT_SUMMARY,Issue_Type1,Issue_Type2,Macro_Event,Comments,SOURCE,Source_Source,KLL_Categ,FBIS_Region,DOC_DATE,EVENT_ISSUE,KLL_ISSUE_NUMBER
4841,2723,1,5026,4987,F315,F315,315,4/15/1997,_,UNKN,99,not specified,,,,,UNKN_,UNKN_,Abkhazia--Georgia--Russia,3,0,,n/a-weapon/target,"Following disconnection of telephone communications with Russia, Abkhazia stopped electricity supplies to Georgia along one of lines from the Inguiri hydropower station Tuesday night, reducing Georgia electricity supplies by 25%. Arveladze Georgia Deputy Energy Minister reported intensive negotiations on energy supplies.",3,0,,hydroelectric SUPPLIES STOPPED --> kll a number5 (See # 316),WNC (FBIS),Moscow Interfax,5,sov,4/16/1997,hydropower station,
4844,2726,1,5028,4989,F316,F316,316,4/17/1997,GEO_INT,NITL,99,"internal: GA  basins --> Coruh, Kura-Araks, Sulak, & Terek",GEO,INT,M,M,NITL_GEO,NITL_INT,Abkhazia (Republic of Georgia)--Georgia,3,11,-3,y-internal,"President of Georgia's independence-seeking region of Abkazhia on April 17 said that the decision to cut his republic off of phone links is a political, not economic, decision as the head of corresponding departments of Russia and Georgia say. President Ardzinba believes continuation of talks on settlement of Georgia-Abkhazia conflict is impossible under existing conditions, an informed source in the Presidental administration told TASS. Abkhazia leadership intends to cut off remaining phone links from Russia troops and border units in Abkhazia. Yesterday, Abkhazia leadership protested against Georgia authorities' decision to re-run international telephone lines to Abkhazia through Tbilisi and took corresponding measures. Abkhazia retaliated by cutting power supplies from massive hydroelectric power station on the river between the regions, which used to supply power to west and east Georgia.",3,0,,CUT hydroelectric SUPPLIES;  Abkhazia (I)--Georgia (R);  (See # 315).  Abkhazia territory runs from the rivers Psou (in the North) and Ingur (In the south).  Psou borders withRussia.  Ingur (Inguri) borders w/Georgia.,WNC (FBIS),Moscow ITAR-TASS,internal,sov,4/17/1997,hydropower station,3
4845,2727,1,5029,4990,F46,F46A,46a,4/17/1997,AUS_NPL,UNKN,99,not specified,AUS,NPL,,,UNKN_AUS,UNKN_NPL,Australia--Nepal--India,3,0,,n/a-buying/selling of electricity,"Talks between Nepal authorities and Australia's Snowy Mountain Engineering Corporation on an export license for the West Seti project in west Nepal have come to a final stage, reports said Officials of the Nepal Water Resources Ministry said export permission will soon be granted so Australian company can start formal negotiations with prospective power buyers in India.",3,0,,See # 46bc,WNC (FBIS),Beijing XINHUA,N/A-selling of electricity,chi,4/17/1997,hydropower sales,3b
4847,2729,1,5031,4992,F46,F46C,46c,4/24/1997,AUS_NPL,UNKN,99,not specified,AUS,NPL,,,UNKN_AUS,UNKN_NPL,Australia--Nepal--India,3,0,,n/a-buying/selling of electricity,"An official from Nepal's Water Resources Ministry said Wednesday that Australia Company still wants export license. They suggest disagreements be listed separately for later negotiations, but threatened to withdraw from project if government won't make a concession on disputed issues. The next round of talks are scheduled for early next month May.",3,0,,See # 46ab,WNC (FBIS),Beijing XINHUA,N/A-selling of electricity,chi,4/24/1997,hydropower dispute,3b
4848,2730,1,5032,4993,F46,F46B,46b,4/24/1997,AUS_NPL,UNKN,99,not specified,AUS,NPL,,,UNKN_AUS,UNKN_NPL,Australia--Nepal--India,3,0,,n/a-buying/selling of electricity,"Talks between Nepal authorities and Australia's Snowy Mountain Engineering Corporation on an export license for the West Seti project in west Nepal have come to a final stage, reports said Officials of the Nepal Water Resources Ministry said export permission will soon be granted so Australian company can start formal negotiations with prospective power buyers in India.",3,0,,See # 46ac,WNC (FBIS),Beijing XINHUA,N/A-selling of electricity,chi,4/24/1997,hydropower dispute,3b
4849,2731,1,5034,4995,F47,F47,47,4/30/1997,CHN_PAK,UNKN,99,not specified,CHN,PAK,R,I,UNKN_CHN,UNKN_PAK,China--Pakistan,2,7,1,y,"In comments from an interview with Pakistan media on special presidential plan, Pakistan President Leghari has described his two-day visit to China as ""satisfactory and highly fruitful."" Leghari said agricultural research, irrigation and electronics manufacturing were new fields of cooperation proposed by the countries during visit.",11,0,,SAID;  Pakistan(I)--China (R),WNC (FBIS),Beijing XINHUA,1,chi,4/30/1997,irrigation,2a
4850,2732,1,5033,4994,F203,F203,203,4/30/1997,UKN_UKN,UNKN,99,"""water resources in region""",UKN,UKN,,,UNKN_UKN,UNKN_UKN,"""Arab ministers""",,0,,n/a-shipping,"In Cairo, a Declaration issued today at the close of a 2-day conference of Arab ministers of agriculture and water resources stressed that water constitutes a determinant factor for Arab agricultural development programs and a pillar for realizing objectives of Arab food security, which itself is a main component of security. Ministers, voicing concern over water scarcity in Arab region, announced in their declaration the principles governing inter-Arab cooperation in use, development and protection of available water resources in region. The declaration called for mobilizing Arab water rights at all regional and world forums as per international agreements and charters regulating joint water sharing. ",9,8,,,WNC (FBIS),Cairo MENA,9,nes,4/30/1997,"use, develop., & protection of water resources",128b
4854,2735,1,5038,4999,F204,F204,204,5/3/1997,CHN_PAK,UNKN,99,not specified,CHN,PAK,R,I,UNKN_CHN,UNKN_PAK,China--Pakistan,2,7,1,ExVar,"Pakistan President Leghari just concluded visit to China, which may not have yielded extraordinary achievements, but a clear headway seems to have been made in economic cooperation. A second area of interest to Pakistan in which China has offered to help is hydroelectric power generation. ""Given that we, Pakistan, have a lot of un-utilized water resources and serious energy problem, the option of building small hydroelectirc power stations at various points needs to be pursued seriously.""",3,0,,non-basin aid,WNC (FBIS),Islamabad The News,8,nes,5/3/1997,hydropower projects,3
4881,2750,1,5059,5026,F89,F89,89a,7/4/1997,MMR_THA,UNKN,99,not specified,MMR,THA,R,I,UNKN_MMR,UNKN_THA,Burma--Thailand,2,4,4,y,"Thailand has agreed to buy up to 1500 megawatts of electricity from Burma by 2010 under memorandum signed in Bangkok yesterday. The open agreement covers electricity generated from both hydropower plants and natural gas-fueled power plants, the 1st time hydropower would be included in such an agreement. No specifics were decided. The  countries will cooperate in interconnecting power transmission systems, and will prepare a separate memorandum on supply of water from Burma to Thailand.",3,0,,AGREEMENT SIGNED;  Thailand (I)--Burma (R);  See # 89b,WNC (FBIS),Bangkok Post,1,eas,7/5/1997,buy hydropower,3
4882,4034,1,5060,5027,F911,F911,89b,7/5/1997,MMR_THA,UNKN,99,not specified,MMR,THA,I,R,UNKN_MMR,UNKN_THA,Burma--Thailand,2,7,1,y,"Thailand has agreed to buy up to 1500 megawatts of electricity from Burma by 2010 under memorandum signed in Bangkok yesterday. The open agreement covers electricity generated from both hydropower plants and natural gas-fueled power plants, the 1st time hydropower would be included in such an agreement. No specifics were decided. The  countries will cooperate in interconnecting power transmission systems, and will prepare a separate memorandum on supply of water from Burma to Thailand.",2,0,,AGREE (and will prepare);  Burma (I)--Thailand (R);  See # 89a,WNC (FBIS),Bangkok Post,1,eas,7/5/1997,water supply,2
4883,2751,1,5061,5028,F8,F8,8,7/7/1997,MLI_ZAF,UNKN,99,not specified,MLI,ZAF,M,M,UNKN_MLI,UNKN_ZAF,South Africa--Mali,2,6,2,ExVar,"At the end of a 2-day visit, South Africa and Mali agreed to strengthen political and economic ties by establishing a joint commission of economic and technical cooperation. A joint statement was made- Mali President Kounare notes that the countries will activate/diversify relations in water affairs and energy, etc.  The 2 countries also noted support for creating Africa's conflict resolution ""capacity.""",8,0,,economic/technical Committee established --> VERBAL PLANS for water coop.,WNC (FBIS),Joh. SAPA,1,afr,7/7/1997,water affairs + electricity,38
4976,2785,1,5148,5121,F49,F49,49,9/28/1997,CHN_NPL,UNKN,99,not specified,CHN,NPL,M,M,UNKN_CHN,UNKN_NPL,China--Nepal,2,6,2,y,"The second Sino-Nepal non-governmental economic cooperation Forum opened in the Great Hall of People in Beijing today. Participants at the 2-day meeting scheduled to review work of the forum in past year, study its prospects and plans, discuss regional economic cooperation bet China, Nepal, and other southern Asian countries, and boost border trade between China's Tibet and Nepal. Entrepreneurs from China and Nepal will also negotiate some projects in hydropower and other sectors.",11,3,,NEGOTIATIONS & DISCUSSIONS,WNC (FBIS),Beijing XINHUA,1,chi,9/28/1997,hydropower,3b
5030,2795,1,4920,5168,F325,F325,"325a,b",11/11/1997,GEO_INT,UNKN,99,Inguri River(forms border between Georgia and Abkhazia),GEO,INT,M,M,UNKN_GEO,UNKN_INT,Georgia (Abkhazia)--Georgia,2,12,-4,y-internal,"Energy supplies have fallen sharply for 2 days in Georgia after Abkhazia switched off 2 high voltage transmission lines feeding power from Inguri hydroelectric plant. Georgia's largest power plans is situated on a river marking administrative border with breakaway republic of Abkhazia. The power distribution system is located in Abkhazia's Gali district. Negotiations are underway between Georgia authorities and Abkhazia, the department said. Abkhazia refuses to switch station to full capacity until Georgia reimburses damage caused by explosion of power transformer at substation on November 11. Abkhazia holds Georgia saboteurs responsible for the blast. Georgia officials repeatedly said government doesn't control groups currently active on Abkhazia territory and have done nothing with militants.",3,0,Inguri River,CUT HYDROPOWER SUPPLIES; Abkhazia (I)--Georgia (R); NEGOTIATIONS UNDERWAY;,WNC (FBIS),Moscow Interfax,"N/A-not about use of the water, internal",sov,11/13/1997,hydropower,3
5042,2803,1,5200,5179,F360,F360,360,12/11/1997,ALB_AUT,UNKN,99,Drin River,ALB,AUT,M,M,UNKN_ALB,UNKN_AUT,Albania--Austria,2,6,2,ExVar,"Official talks were held in Vienna between Albania Prime Minister Milo and Austria Foreign Minister Schuessel.  Milo, who held this visit upon invitation of Austria counterpart, put forward to Schuessel requests of Albania government for greater engagement of Austria to apply investing projects in Albania;  both parties agreed to reactivate projects for construction of hydropower station of Banje, rehabilitation of power sations over Drin River and rehabilitation of aqueducts in Shkoder, Vlore, etc., as well as signing of new agreements non-water related.",3,10,,AGREED TO REACTIVATE WATER PROJECTS;,WNC (FBIS),Tirana ATA,8,weu,12/11/1997,hydropower station + aqueducts,23
5049,2809,1,5207,5186,F50,F50,50,12/31/1997,CHN_MNG,UNKN,99,not specified,CHN,MNG,I,R,UNKN_CHN,UNKN_MNG,China--Mongolia,2,4,4,y,"By the end of 1997, 11 of 15 small-to-medium project using interest-free Chinese loans have been finished and were handed over to Mongolia. In an interview with Xinhua Wednesday, Guangtian Commercial and Economic Counselor of China Embassy said among the projects are hydropower stations others specified in article.",11,3,,"LOANS + projects ""HANDED OVER"";  China (I)--Mong. (R)",WNC (FBIS),Beijing XINHUA,1,chi,12/31/1997,hydropower,3b
5069,2817,1,5227,5206,F51,F51,5152,1/24/1998,CHN_VNM,UNKN,99,"""Dong Trung section of boundary river""",CHN,VNM,,,UNKN_CHN,UNKN_VNM,China--Vietnam,2,0,,n/a-border,"Bangzao, Chinese spokesman of the Ministry of Foreign Affairs, commented today on a statement made by the spokesman of Vietnam's Foreign Affairs Ministry on Janrary 19 regarding Sino-Vietnam land boundary dispute and answer given to reporters' questions on this by deputy chair of the Quang Ninh Province QNP. Since August of last year, Vietnam has been building inverted V-shape embankment and increasing the height of and consolidating a check dam on the controversial Dong Trung section of the boundary river, thus changing the alignment of the boundary and seriously damaging the interests of China. To protect farmland and avoid soil erosion, China had to build a bank protector, but considered Vietnam interests in doing so. Bangzao stated, ""it is regrettable that Vietnamese spokesman amd person in charge of QNP ignored objective facts and made charges against China for no reason. The situation is calm as a whole; any problem on the boundary can be appropriately solved through existing channels."" ",10,12,,See # 52,WNC (FBIS),Beijing XINHUA Domestic Service,N/A-boundary,chi,1/24/1998,hydroelectric modif.s,
5076,2823,1,5234,5213,F92,F92,92,2/5/1998,CHN_VNM,UNKN,99,border river,CHN,VNM,R,I,UNKN_CHN,UNKN_VNM,China--Vietnam,2,0,,n/a-border,"Vietnam Thursday called on China to engage in talks over border dispute caused by construction of Chinese jetty over a river marking the countries' frontier. Vietnam is ready to have talks with China to resolve this problem, a foreign ministry spokesman said at a news conference.",12,0,,,WNC (FBIS),Hong Kong AFP,4,eas,2/5/1998,hydroelectric modif.s,
5110,2850,1,5274,5253,F249,F249,249,3/26/1998,IRQ_JOR,UNKN,99,not specified,IRQ,JOR,,,UNKN_IRQ,UNKN_JOR,Iraq--Jordan,2,0,,n/a-contextual information,"In an interview, Jordan's Minister of Interior Rashid responded to a question about whether he thought foreign hands were involved in the latest unrest in city of Ma'an and how the crisis over Iraq affect Jordan's domestic front, by saying, ""our Iraqi bothers had cut off water supply on both their and our ends even though we had readied the well and installed a pump during the administration of Prime Minister al-Kabariti.""",2,0,,not enough info? --> kll a number2,WNC (FBIS),London al-Majallah,2,nes,3/26/1998,water supply cut,
5111,2851,1,5275,5254,F334,F334,334,3/26/1998,KGZ_RUS,UNKN,99,not specified,KGZ,RUS,,,UNKN_KGZ,UNKN_RUS,Kyrgyz--Russia,2,0,,n/a-internal,"Kyear's newly-appointed Prime Minister Zhumaliyev said at his first news conference in Bishkek that Russia was and remains Kyear's main economic partner. He promised to make every effort to ensure that all Kyear ministries closely cooperate with Russian government. He said he'd continue to pursue policy of broadening economic contacts with CIS countries, the Central Asian Union Kazakhstan, Kyear, Uzbekistan and with the Customs Union Belarus, Kazakhstan, Kyear, and Russia. He also said that among priority tasks facing his government were tasks of improving work of energy complex, building hydropower plants and increasing production of coal, so that Kyear has its own fuel resources.",11,3,,INTERNAL--> NOT JOINT DEVELOP.,WNC (FBIS),Moscow Interfax,3,sov,3/26/1998,hydropower plants,
